id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,chamber,congress,senate_class,state_rank,lis_id,user_id
F000030,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000030.json,Sam,NA,Farr,NA,7/4/41,M,D,NA,RepSamFarr,RepSamFarr,CongressmanSamFarr,400129,30645,NA,29313,NA,/m/024t9w,H4CA17021,http://farr.house.gov,http://www.farr.house.gov/index.php/press-releases/?format=feed&type=rss,NA,FALSE,-0.455,NA,24,2016,1325,79,0,7/8/18 18:09,ocd-division/country:us/state:ca/cd:20,NA,NA,NA,CA,20,FALSE,620,5.96,95.59,house,114,NA,NA,NA,NA
F000043,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000043.json,Chaka,NA,Fattah,NA,11/21/56,M,D,NA,ChakaFattah,repfattah,ChakaFattah,400130,36763,NA,29559,NA,/m/03dsph,,http://fattah.house.gov,http://fattah.house.gov/common/rss//index.cfm?rss=34,NA,FALSE,-0.472,NA,22,2016,1045,251,0,7/8/18 18:10,ocd-division/country:us/state:pa/cd:2,NA,NA,NA,PA,2,FALSE,4202,24.02,96.22,house,114,NA,NA,NA,48086014
F000458,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000458.json,Stephen,NA,Fincher,NA,2/7/73,M,R,NA,RepFincherTN08,RepFincherTN08,CongressmanFincher,412479,9268967,NA,21181,NA,/m/0ddgg4w,H0TN08246,http://fincher.house.gov,http://fincher.house.gov/rss.xml,NA,FALSE,0.526,NA,6,2016,1325,362,0,7/8/18 18:11,ocd-division/country:us/state:tn/cd:8,NA,NA,NA,TN,8,FALSE,4708,27.32,95.22,house,114,NA,NA,NA,249219716
F000451,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000451.json,Michael,G.,Fitzpatrick,NA,6/28/63,M,R,NA,RepFitzpatrick,RepFitzpatrick,RepFitzpatrickPA8,400646,33378,NA,20524,NA,/m/04bbg5,H4PA08074,http://fitzpatrick.house.gov/,https://fitzpatrick.house.gov/rss.xml,NA,FALSE,0.202,NA,6,2016,1325,54,0,1/4/19 9:25,ocd-division/country:us/state:pa/cd:8,NA,NA,NA,PA,8,FALSE,4208,4.08,83.95,house,114,NA,NA,NA,237944147
F000459,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000459.json,Chuck,NA,Fleischmann,NA,10/11/62,M,R,NA,RepChuck,repchuck,repchuck,412476,95146,123456,21178,N00030815,/m/0ddd54f,H0TN03254,https://fleischmann.house.gov,https://fleischmann.house.gov/rss.xml,NA,FALSE,0.472,NA,6,2016,1325,10,0,1/6/19 15:21,ocd-division/country:us/state:tn/cd:3,NA,NA,NA,TN,3,FALSE,4703,0.75,96.2,house,114,NA,NA,NA,235190657
F000456,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000456.json,John,NA,Fleming,NA,7/5/51,M,R,NA,RepFleming,repjohnfleming,larep04,412275,1031345,NA,20918,NA,/m/04z_dt3,H8LA04225,http://fleming.house.gov,http://fleming.house.gov/news/rss.aspx,NA,FALSE,0.59,NA,8,2016,1325,18,0,7/8/18 18:10,ocd-division/country:us/state:la/cd:4,NA,NA,NA,LA,4,FALSE,2204,1.36,93.04,house,114,NA,NA,NA,84620376
F000461,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000461.json,Bill,NA,Flores,NA,2/25/54,M,R,NA,RepBillFlores,RepBillFlores,RepBillFlores,412480,623540,116906,21182,N00031545,/m/0bs1ntq,H0TX17104,https://flores.house.gov,https://flores.house.gov/news/rss.aspx,NA,FALSE,0.605,NA,6,2016,1325,25,0,1/6/19 15:21,ocd-division/country:us/state:tx/cd:17,NA,NA,NA,TX,17,FALSE,4817,1.89,95.62,house,114,NA,NA,NA,237312687
F000445,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000445.json,J.,Randy,Forbes,NA,2/17/52,M,R,NA,Randy_Forbes,randyforbes,RepRandyForbes,400137,89584,NA,20143,NA,/m/026gv8q,H2VA04052,http://forbes.house.gov,http://forbes.house.gov/updates/rss.aspx,NA,FALSE,0.407,NA,16,2016,1325,111,0,7/8/18 18:11,ocd-division/country:us/state:va/cd:4,NA,NA,NA,VA,4,FALSE,5104,8.38,96.05,house,114,NA,NA,NA,15160884
F000449,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000449.json,Jeff,NA,Fortenberry,NA,12/27/60,M,R,NA,JeffFortenberry,jefffortenberry,JeffFortenberry,400640,1013049,41929,20518,N00026631,/m/04fcch,H4NE01064,https://fortenberry.house.gov,https://fortenberry.house.gov/rss.xml,NA,FALSE,0.3,NA,12,2016,1325,19,0,1/6/19 15:21,ocd-division/country:us/state:ne/cd:1,NA,NA,NA,NE,1,FALSE,3101,1.43,91.65,house,114,NA,NA,NA,18805303
F000454,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000454.json,Bill,NA,Foster,NA,10/7/55,M,D,NA,RepBillFoster,CongressmanBillFoster,RepBillFoster,412257,1027346,101632,20749,N00029139,/m/02rq8nc,H2IL11124,https://foster.house.gov,https://foster.house.gov/rss.xml,NA,FALSE,-0.224,NA,4,2016,1325,6,1,1/6/19 15:21,ocd-division/country:us/state:il/cd:11,NA,NA,NA,IL,11,FALSE,1711,0.45,95,house,114,NA,NA,NA,1080509366
F000450,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000450.json,Virginia,NA,Foxx,NA,6/29/43,F,R,NA,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,400643,1013052,6051,20521,N00026166,/m/02b5dz,H4NC05146,https://foxx.house.gov,https://foxx.house.gov/news/rss.aspx,NA,FALSE,0.642,NA,10,2016,1325,31,0,7/8/18 18:10,ocd-division/country:us/state:nc/cd:5,NA,NA,NA,NC,5,FALSE,3705,2.34,93.66,house,114,NA,NA,NA,16256269
F000462,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000462.json,Lois,NA,Frankel,NA,5/16/48,F,D,NA,RepLoisFrankel,RepLoisFrankel,reploisfrankel,412529,623714,8102,21321,N00002893,/m/0gjdw8_,H2FL22080,https://frankel.house.gov,NA,NA,FALSE,-0.403,NA,4,2016,1325,26,0,1/6/19 15:21,ocd-division/country:us/state:fl/cd:22,NA,NA,NA,FL,22,FALSE,1222,1.96,96.92,house,114,NA,NA,NA,1077121945
F000448,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000448.json,Trent,NA,Franks,NA,6/19/57,M,R,NA,RepTrentFranks,TrentFranks,NA,400141,1003550,28399,20304,N00006423,/m/024p5b,H4AZ04024,https://franks.house.gov/,NA,NA,FALSE,0.749,NA,14,2016,1325,40,0,7/8/18 18:09,ocd-division/country:us/state:az/cd:8,NA,NA,NA,AZ,8,FALSE,408,3.02,94.79,house,114,NA,NA,NA,NA
F000372,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000372.json,Rodney,NA,Frelinghuysen,NA,4/29/46,M,R,NA,USRepRodney,rfrelinghuysen,RepFrelinghuysen,400142,37781,22177,29541,N00000684,/m/03bktp,H2NJ05014,https://frelinghuysen.house.gov,NA,NA,FALSE,0.291,NA,22,2016,1325,14,0,7/8/18 18:10,ocd-division/country:us/state:nj/cd:11,NA,NA,NA,NJ,11,FALSE,3411,1.06,92.91,house,114,NA,NA,NA,1382011333
F000455,Representative,Rep.,https://api.propublica.org/congress/v1/members/F000455.json,Marcia,L.,Fudge,NA,10/29/52,F,D,NA,RepMarciaFudge,RepMarciaLFudge,marcialfudge,412327,1030928,110640,20941,N00030490,/m/04n11v9,H8OH11141,https://fudge.house.gov,https://fudge.house.gov/common/rss/index.cfm?rss=25,NA,FALSE,-0.584,NA,10,2016,1325,40,0,1/6/19 15:21,ocd-division/country:us/state:oh/cd:11,NA,NA,NA,OH,11,FALSE,3911,3.02,95.88,house,114,NA,NA,NA,153486399
G000571,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000571.json,Tulsi,NA,Gabbard,NA,4/12/81,F,D,NA,TulsiPress,RepTulsiGabbard,tulsipress,412532,1025291,129306,21324,N00033281,/m/0cnyrfq,H2HI02508,https://gabbard.house.gov,https://gabbard.house.gov/rss.xml,NA,FALSE,-0.279,NA,4,2016,1325,11,0,1/6/19 15:21,ocd-division/country:us/state:hi/cd:2,NA,NA,NA,HI,2,FALSE,1502,0.83,93.61,house,114,NA,NA,NA,1064206014
G000574,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000574.json,Ruben,NA,Gallego,NA,11/20/79,M,D,NA,RepRubenGallego,RepRubenGallego,NA,412612,77233,123732,21502,N00036097,/m/0wy0mz5,H4AZ07043,https://rubengallego.house.gov,https://rubengallego.house.gov/rss.xml,NA,FALSE,-0.456,NA,2,2016,1325,18,0,7/8/18 18:09,ocd-division/country:us/state:az/cd:7,NA,NA,NA,AZ,7,FALSE,407,1.36,97.32,house,114,NA,NA,NA,2966570782
G000559,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000559.json,John,NA,Garamendi,NA,1/24/45,M,D,NA,RepGaramendi,repgaramendi,garamendiCA10,412382,18413,29664,20958,N00030856,/m/05fvls,H0CA10149,https://garamendi.house.gov,https://garamendi.house.gov/rss.xml,NA,FALSE,-0.31,NA,8,2016,1325,53,1,1/6/19 15:20,ocd-division/country:us/state:ca/cd:3,NA,NA,NA,CA,3,FALSE,603,4,94.03,house,114,NA,NA,NA,88806753
G000548,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000548.json,Scott,NA,Garrett,NA,7/9/59,M,R,NA,RepGarrett,repscottgarrett,repscottgarrett,400145,1003601,NA,20336,NA,/m/033f6x,H8NJ05052,http://garrett.house.gov,http://garrett.house.gov/rss.xml,NA,FALSE,0.688,NA,14,2016,1325,29,0,7/8/18 18:10,ocd-division/country:us/state:nj/cd:5,NA,NA,NA,NJ,5,FALSE,3405,2.19,91.67,house,114,NA,NA,NA,960696949
G000563,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000563.json,Bob,NA,Gibbs,NA,6/14/54,M,R,NA,RepBobGibbs,RepBobGibbs,RepBobGibbs,412463,1033844,45466,21165,N00031128,/m/07qwv4,H0OH18077,https://gibbs.house.gov,https://gibbs.house.gov/rss.xml,NA,FALSE,0.46,NA,6,2016,1325,11,0,1/6/19 15:20,ocd-division/country:us/state:oh/cd:7,NA,NA,NA,OH,7,FALSE,3907,0.83,95.89,house,114,NA,NA,NA,234822928
G000564,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000564.json,Chris,NA,Gibson,NA,5/13/64,M,R,NA,RepChrisGibson,RepChrisGibson,repchrisgibson,412453,1033827,NA,21156,NA,/m/0dddh8h,H0NY20095,http://gibson.house.gov,NA,NA,FALSE,0.203,NA,6,2016,1325,12,0,7/8/18 18:10,ocd-division/country:us/state:ny/cd:19,NA,NA,NA,NY,19,FALSE,3619,0.91,76.69,house,114,NA,NA,NA,234937222
G000552,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000552.json,Louie,NA,Gohmert,NA,8/18/53,M,R,NA,RepLouieGohmert,50375006903,GohmertTX01,400651,1011394,50029,20527,N00026148,/m/0490h9,H4TX04039,https://gohmert.house.gov,https://gohmert.house.gov/news/rss.aspx,NA,FALSE,0.601,NA,12,2016,1325,60,12,1/6/19 15:21,ocd-division/country:us/state:tx/cd:1,NA,NA,NA,TX,1,FALSE,4801,4.53,89.72,house,114,NA,NA,NA,22055226
G000289,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000289.json,Robert,W.,Goodlatte,NA,9/22/52,M,R,NA,RepGoodlatte,BobGoodlatte,RepBobGoodlatte,400154,27025,27116,39308,N00009154,/m/0284s7,H2VA06115,https://goodlatte.house.gov,NA,NA,FALSE,0.495,NA,24,2016,1325,18,0,7/8/18 18:11,ocd-division/country:us/state:va/cd:6,NA,NA,NA,VA,6,FALSE,5106,1.36,96.48,house,114,NA,NA,NA,37920978
G000565,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000565.json,Paul,NA,Gosar,NA,11/22/58,M,R,NA,RepGosar,repgosar,repgosar,412397,62470,123491,21103,N00030771,/m/0czdqz0,H0AZ01259,https://gosar.house.gov,NA,NA,FALSE,0.616,NA,6,2016,1325,54,1,1/6/19 15:20,ocd-division/country:us/state:az/cd:4,NA,NA,NA,AZ,4,FALSE,404,4.08,90.87,house,114,NA,NA,NA,240760644
G000566,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000566.json,Trey,NA,Gowdy,NA,8/22/64,M,R,NA,TGowdySC,1.4306E+14,TGowdySC,412473,9268950,121782,21175,N00030880,/m/0c3x3rz,H0SC04257,https://gowdy.house.gov,NA,NA,FALSE,0.659,NA,6,2016,1324,60,0,7/8/18 18:10,ocd-division/country:us/state:sc/cd:4,NA,NA,NA,SC,4,FALSE,4504,4.53,96.36,house,114,NA,NA,NA,237348797
G000575,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000575.json,Gwen,NA,Graham,NA,1/31/63,F,D,NA,RepGwenGraham,repgwengraham,NA,412620,NA,NA,21511,NA,/m/0wk57s1,H4FL02062,https://graham.house.gov,https://graham.house.gov/rss.xml,NA,FALSE,-0.233,NA,2,2016,1325,2,0,7/8/18 18:09,ocd-division/country:us/state:fl/cd:2,NA,NA,NA,FL,2,FALSE,1202,0.15,86.32,house,114,NA,NA,NA,NA
G000377,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000377.json,Kay,NA,Granger,NA,1/18/43,F,R,NA,RepKayGranger,RepKayGranger,RepKayGranger,400157,45709,334,29762,N00008799,/m/03tndx,H6TX12060,https://kaygranger.house.gov,https://kaygranger.house.gov/rss.xml,NA,FALSE,0.392,NA,20,2016,1325,91,0,1/6/19 15:21,ocd-division/country:us/state:tx/cd:12,NA,NA,NA,TX,12,FALSE,4812,6.87,95.46,house,114,NA,NA,NA,161743731
G000560,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000560.json,Tom,NA,Graves,NA,2/3/70,M,R,NA,RepTomGraves,reptomgraves,CongressmanGraves,412388,11519,31969,20962,N00030788,/m/0c02hpl,H0GA09030,https://tomgraves.house.gov,https://tomgraves.house.gov/news/rss.aspx,NA,FALSE,0.752,NA,8,2016,1325,28,0,1/6/19 15:20,ocd-division/country:us/state:ga/cd:14,NA,NA,NA,GA,14,FALSE,1314,2.11,94.29,house,114,NA,NA,NA,190328374
G000546,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000546.json,Sam,NA,Graves,NA,11/7/63,M,R,NA,RepSamGraves,1.18515E+11,NA,400158,89873,9425,20124,N00013323,/m/03tnfy,H0MO06073,https://graves.house.gov,https://graves.house.gov/rss.xml,NA,FALSE,0.431,NA,16,2016,1325,94,0,1/6/19 15:21,ocd-division/country:us/state:mo/cd:6,NA,NA,NA,MO,6,FALSE,2906,7.09,94.48,house,114,NA,NA,NA,29766367
G000577,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000577.json,Garret,NA,Graves,NA,1/31/72,M,R,NA,RepGarretGraves,CongressmanGarretGraves,NA,412631,9274609,155424,21523,N00036135,/m/012bxlbr,H4LA06153,https://garretgraves.house.gov,https://garretgraves.house.gov/rss.xml,NA,FALSE,0.503,NA,2,2016,1325,11,0,7/8/18 18:10,ocd-division/country:us/state:la/cd:6,NA,NA,NA,LA,6,FALSE,2206,0.83,94.75,house,114,NA,NA,NA,2951574214
G000556,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000556.json,Alan,NA,Grayson,NA,3/13/58,M,D,NA,NA,NA,NA,412276,1013409,NA,20908,NA,/m/04gtp5n,H6FL08213,http://grayson.house.gov,http://grayson.house.gov/index.php/newsroom/press-releases?format=feed&type=rss,NA,FALSE,-0.363,NA,4,2016,1325,54,2,7/8/18 18:09,ocd-division/country:us/state:fl/cd:9,NA,NA,NA,FL,9,FALSE,1209,4.08,93.94,house,114,NA,NA,NA,NA
G000553,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000553.json,Al,NA,Green,NA,9/1/47,M,D,NA,RepAlGreen,repalgreen,RepAlGreen,400653,1012969,49680,20529,N00026686,/m/02kn0_,H4TX09095,https://algreen.house.gov,https://algreen.house.gov/rss.xml,NA,FALSE,-0.437,NA,12,2016,1325,54,0,1/6/19 15:20,ocd-division/country:us/state:tx/cd:9,NA,NA,NA,TX,9,FALSE,4809,4.08,94.02,house,114,NA,NA,NA,156333623
G000410,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000410.json,Gene,NA,Green,NA,10/17/47,M,D,NA,RepGeneGreen,RepGeneGreen,RepGeneGreen,400160,26156,27100,39304,N00005870,/m/03v12k,H2TX29030,https://green.house.gov,NA,NA,FALSE,-0.324,NA,24,2016,1325,57,0,7/8/18 18:11,ocd-division/country:us/state:tx/cd:29,NA,NA,NA,TX,29,FALSE,4829,4.3,87.62,house,114,NA,NA,NA,111635527
G000568,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000568.json,Morgan,NA,Griffith,NA,3/15/58,M,R,NA,RepMGriffith,RepMorganGriffith,RepMorganGriffith,412485,62766,5148,21191,N00032029,/m/025vdrq,H0VA09055,https://morgangriffith.house.gov,https://morgangriffith.house.gov/news/rss.aspx,NA,FALSE,0.544,NA,6,2016,1325,13,4,1/6/19 15:20,ocd-division/country:us/state:va/cd:9,NA,NA,NA,VA,9,FALSE,5109,0.98,89.56,house,114,NA,NA,NA,234057152
G000551,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000551.json,Raúl,M.,Grijalva,NA,2/19/48,M,D,NA,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,400162,1003551,28253,20305,N00025284,/m/024s1z,H2AZ07070,https://grijalva.house.gov,https://grijalva.house.gov/common/rss/?rss=13,NA,FALSE,-0.6,NA,14,2016,1325,135,0,1/6/19 15:21,ocd-division/country:us/state:az/cd:3,NA,NA,NA,AZ,3,FALSE,403,10.19,94.62,house,114,NA,NA,NA,28602948
G000569,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000569.json,Mike,NA,Grimm,NA,2/7/70,M,R,NA,RepMichaelGrimm,NA,NA,412451,62667,NA,21154,NA,NA,,http://grimm.house.gov,NA,NA,FALSE,NA,NA,6,2016,NA,NA,NA,1/6/15 12:40,ocd-division/country:us/state:ny/cd:11,NA,NA,NA,NY,11,FALSE,3611,NA,NA,house,114,NA,NA,NA,NA
G000576,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000576.json,Glenn,NA,Grothman,NA,7/3/55,M,R,NA,RepGrothman,RepGrothman,NA,412661,77282,3493,21559,N00036409,/m/02pnsk2,H4WI06048,https://grothman.house.gov,NA,NA,FALSE,0.607,NA,2,2016,1325,13,0,7/8/18 18:11,ocd-division/country:us/state:wi/cd:6,NA,NA,NA,WI,6,FALSE,5506,0.98,93.37,house,114,NA,NA,NA,2976606250
G000570,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000570.json,Frank,NA,Guinta,NA,9/26/70,M,R,NA,RepFrankGuinta,repfrankguinta,NA,412447,NA,NA,21535,NA,/m/08s8q3,H0NH01217,https://guinta.house.gov,https://guinta.house.gov/rss.xml,NA,FALSE,0.427,NA,2,2016,1325,23,0,7/8/18 18:10,ocd-division/country:us/state:nh/cd:1,NA,NA,NA,NH,1,FALSE,3301,1.74,94.09,house,114,NA,NA,NA,236960387
G000558,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000558.json,Brett,NA,Guthrie,NA,2/18/64,M,R,NA,RepGuthrie,CongressmanGuthrie,BrettGuthrie,412278,1031343,18829,20916,N00029675,/m/0411qqt,H8KY02031,https://guthrie.house.gov,https://guthrie.house.gov/common/rss/?rss=24,NA,FALSE,0.412,NA,8,2016,1325,13,0,1/6/19 15:21,ocd-division/country:us/state:ky/cd:2,NA,NA,NA,KY,2,FALSE,2102,0.98,97.26,house,114,NA,NA,NA,1908143071
G000535,Representative,Rep.,https://api.propublica.org/congress/v1/members/G000535.json,Luis,V.,Gutiérrez,NA,12/10/53,M,D,NA,RepGutierrez,RepGutierrez,repluisgutierrez,400163,23476,26841,29348,N00004874,/m/0256d5,H2IL08039,https://gutierrez.house.gov,NA,NA,FALSE,-0.486,NA,24,2016,1325,210,0,7/8/18 18:10,ocd-division/country:us/state:il/cd:4,NA,NA,NA,IL,4,FALSE,1704,15.85,95.61,house,114,NA,NA,NA,36948268
H001063,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001063.json,Janice,NA,Hahn,NA,3/30/52,F,D,NA,Rep_JaniceHahn,RepJaniceHahn,RepJaniceHahn,412498,57805,NA,21195,NA,/m/09g7l4,H8CA36097,http://hahn.house.gov,http://hahn.house.gov/rss.xml,NA,FALSE,-0.39,NA,6,2016,1303,38,0,7/8/18 18:09,ocd-division/country:us/state:ca/cd:44,NA,NA,NA,CA,44,FALSE,644,2.92,95.97,house,114,NA,NA,NA,8.09271E+17
H001050,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001050.json,Colleen,NA,Hanabusa,NA,5/4/51,F,D,NA,RepHanabusa,1.69979E+14,rephanabusa,412418,61258,17745,21124,N00025881,/m/03cwzgv,S4HI00144,https://hanabusa.house.gov,https://hanabusa.house.gov/rss.xml,NA,FALSE,-0.369,NA,2,2018,47,0,0,7/8/18 18:10,ocd-division/country:us/state:hi/cd:1,NA,NA,NA,HI,1,FALSE,1501,0,100,house,114,NA,NA,NA,235373000
H001051,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001051.json,Richard,NA,Hanna,NA,1/25/51,M,R,NA,RepRichardHanna,reprichardhanna,reprichardhanna,412454,61702,NA,21157,NA,/m/0ds4mn_,H8NY24066,http://hanna.house.gov,NA,NA,FALSE,0.215,NA,6,2016,1325,120,0,7/8/18 18:10,ocd-division/country:us/state:ny/cd:22,NA,NA,NA,NY,22,FALSE,3622,9.06,83.24,house,114,NA,NA,NA,236899846
H001070,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001070.json,Cresent,NA,Hardy,NA,6/23/57,M,R,NA,RepHardy,RepCresentHardy,RepHardy,412645,76310,NA,21534,NA,/m/0yp3l3w,H4NV04017,https://hardy.house.gov,https://hardy.house.gov/rss.xml,NA,FALSE,0.353,NA,2,2016,1325,29,0,7/8/18 18:10,ocd-division/country:us/state:nv/cd:4,NA,NA,NA,NV,4,FALSE,3204,2.19,94.52,house,114,NA,NA,NA,2964222544
H001045,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001045.json,Gregg,NA,Harper,NA,6/1/56,M,R,NA,GreggHarper,GreggHarper,congressmanharper,412280,1031347,101985,20925,N00029632,/m/0406s7r,H8MS03067,https://harper.house.gov,NA,NA,FALSE,0.384,NA,8,2016,1325,30,0,7/8/18 18:10,ocd-division/country:us/state:ms/cd:3,NA,NA,NA,MS,3,FALSE,2803,2.26,95.14,house,114,NA,NA,NA,23712174
H001052,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001052.json,Andy,NA,Harris,NA,1/25/57,M,R,NA,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,412434,1033464,19157,21139,N00029147,/m/02852wc,H8MD01094,https://harris.house.gov,https://harris.house.gov/rss.xml,NA,FALSE,0.605,NA,6,2016,1325,16,0,1/6/19 15:21,ocd-division/country:us/state:md/cd:1,NA,NA,NA,MD,1,FALSE,2401,1.21,92.9,house,114,NA,NA,NA,960962340
H001053,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001053.json,Vicky,NA,Hartzler,NA,10/13/60,F,R,NA,RepHartzler,Congresswoman.Hartzler,repvickyhartzler,412444,95050,8783,21149,N00031005,/m/09v2dv4,H0MO04086,https://hartzler.house.gov,https://hartzler.house.gov/rss.xml,NA,FALSE,0.495,NA,6,2016,1325,14,0,1/6/19 15:20,ocd-division/country:us/state:mo/cd:4,NA,NA,NA,MO,4,FALSE,2904,1.06,96.26,house,114,NA,NA,NA,237763317
H000324,Representative,Rep.,https://api.propublica.org/congress/v1/members/H000324.json,Alcee,L.,Hastings,NA,9/5/36,M,D,NA,RepHastingsFL,95696782238,RepAlceeHastings,400170,1858,26798,29337,N00002884,/m/02534d,H2FL23021,https://alceehastings.house.gov,https://alceehastings.house.gov/news/rss.aspx,NA,FALSE,-0.565,NA,24,2016,1325,205,0,1/6/19 15:20,ocd-division/country:us/state:fl/cd:20,NA,NA,NA,FL,20,FALSE,1220,15.47,94.46,house,114,NA,NA,NA,2433737761
H001064,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001064.json,Denny,NA,Heck,NA,7/29/52,M,D,NA,RepDennyHeck,CongressmanDennyHeck,RepDennyHeck,412584,9269006,126058,21369,N00031557,/m/075stz,H0WA03161,https://dennyheck.house.gov,https://dennyheck.house.gov/rss.xml,NA,FALSE,-0.311,NA,4,2016,1325,8,0,1/6/19 15:21,ocd-division/country:us/state:wa/cd:10,NA,NA,NA,WA,10,FALSE,5310,0.6,95.6,house,114,NA,NA,NA,1068499286
H001055,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001055.json,Joe,NA,Heck,NA,10/30/61,M,R,NA,RepJoeHeck,RepJoeHeck,repjoeheck,412446,62662,NA,21151,NA,/m/03b_hhb,H0NV03058,https://dennyheck.house.gov/,https://heck.house.gov/rss.xml,NA,FALSE,0.324,NA,6,2016,1325,63,0,7/8/18 18:10,ocd-division/country:us/state:nv/cd:3,NA,NA,NA,NV,3,FALSE,3203,4.75,90.57,house,114,NA,NA,NA,NA
H001036,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001036.json,Jeb,NA,Hensarling,NA,5/29/57,M,R,NA,RepHensarling,RepHensarling,repjebhensarling,400175,1003619,49827,20352,N00024922,/m/0h23n6,H2TX05121,https://hensarling.house.gov,NA,NA,FALSE,0.703,NA,14,2016,1325,15,0,7/8/18 18:11,ocd-division/country:us/state:tx/cd:5,NA,NA,NA,TX,5,FALSE,4805,1.13,96.72,house,114,NA,NA,NA,18566912
H001056,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001056.json,Jaime,NA,Herrera Beutler,NA,11/3/78,F,R,NA,HerreraBeutler,herrerabeutler,RepHerreraBeutler,412486,95198,101907,21187,N00031559,/m/0cz8yx2,H0WA03187,https://herrerabeutler.house.gov,https://herrerabeutler.house.gov/news/rss.aspx,NA,FALSE,0.38,NA,6,2016,1325,299,0,1/6/19 15:20,ocd-division/country:us/state:wa/cd:3,NA,NA,NA,WA,3,FALSE,5303,22.57,89.96,house,114,NA,NA,NA,242926427
H001071,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001071.json,Jody,NA,Hice,NA,4/22/60,M,R,NA,congressmanhice,CongressmanJodyHice,NA,412623,94974,122246,21514,N00032243,/m/0640dpx,H0GA07125,https://hice.house.gov,NA,NA,FALSE,0.73,NA,2,2016,1325,18,1,7/8/18 18:09,ocd-division/country:us/state:ga/cd:10,NA,NA,NA,GA,10,FALSE,1310,1.36,93.34,house,114,NA,NA,NA,2975091705
H001038,Representative,Rep.,https://api.propublica.org/congress/v1/members/H001038.json,Brian,NA,Higgins,NA,10/6/59,M,D,NA,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,400641,1013050,23127,20519,N00027060,/m/04fc7g,H4NY27076,https://higgins.house.gov,https://higgins.house.gov/rss.xml,NA,FALSE,-0.346,NA,10,2016,1320,29,0,1/6/19 15:20,ocd-division/country:us/state:ny/cd:26,NA,NA,NA,NY,26,FALSE,3626,2.2,96.9,house,114,NA,NA,NA,33576489
